record_id,author,title_original,title_normalized,cluster,duplicate_of,corpus_scope,date_start,date_end,date_label,date_precision,dating_status,dating_method,source_type,manual_source_1,manual_source_2,evidence_quote_or_summary,review_status,research_note,confidence,verification_status,lookup_status,lookup_note,match_score,source_dataset,source_basis,source_url,evidence_note,audit_note,search_query,timeline_year,timeline_status,timeline_basis,timeline_anchor_start,timeline_anchor_end,timeline_center_year,timeline_offset,timeline_confidence,timeline_note
P035,骆宾王,代女道士王灵妃赠道士李荣,代女道士王灵妃赠道士李荣,豪侠交游类,,唐,673,673,673年,单年系年,exact,poet_chronology,诗歌编年数据库,https://sou-yun.cn/Query.aspx?id=42169&type=poem1,,诗词检索数据库将《代女道士王灵妃赠道士李荣》系于673年，并标示地点为成都。,manual_single_source,公开数据库给出单年与地点，尚待核对骆宾王集编年底本。,低,人工复核且有系年,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%AA%86%E5%AE%BE%E7%8E%8B%E3%80%8A%E4%BB%A3%E5%A5%B3%E9%81%93%E5%A3%AB%E7%8E%8B%E7%81%B5%E5%A6%83%E8%B5%A0%E9%81%93%E5%A3%AB%E6%9D%8E%E8%8D%A3%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,673,observed_exact,date_exact,673,673,673,0,低,采用作品级单年系年。
P036,骆宾王,送郑少府入辽共赋侠客远从戎,送郑少府入辽共赋侠客远从戎,豪侠交游类,,唐,,,,未知,undated,unknown,历史事件背景与诗歌条目,https://m.gushiwen.cn/shiwenv_aa668a7e5213.aspx,https://m.thepaper.cn/newsDetail_forward_12157730,资料只将作品置于唐高宗时期辽东战事背景，尚不足以确定某次出征或具体年份。,needs_review,不能仅凭“高宗时期”或666—668年对高句丽战争直接定年；需查骆宾王年谱。,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%AA%86%E5%AE%BE%E7%8E%8B%E3%80%8A%E9%80%81%E9%83%91%E5%B0%91%E5%BA%9C%E5%85%A5%E8%BE%BD%E5%85%B1%E8%B5%8B%E4%BE%A0%E5%AE%A2%E8%BF%9C%E4%BB%8E%E6%88%8E%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,662.5,inferred_activity_cluster,activity_period,641,684,662.5,0,中,未定年作品按作者活动期中点对称展开。
P037,张易之,出塞,出塞,豪侠交游类,P002,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%BC%A0%E6%98%93%E4%B9%8B%E3%80%8A%E5%87%BA%E5%A1%9E%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,677.5,duplicate_inherited,P002,650,705,677.5,0,低,继承主记录 P002 的展示坐标。
P038,张说,江路忆郡,江路忆郡,隐逸怀古类,,唐,694,694,694年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.667,唐宋文学编年地图（古籍文献知识图谱网）,熊飞《张说年谱新编》，花木兰文化出版社，2012年版第24页,https://open.cnkgraph.com/Writing/24113,class='label1' id='232adbdb33894228a470c052b3a07008_label'> — 694年 ，28岁 694年 使蜀途中沿长江而下江中作诗。作品：《江路忆郡》 （陈祖言《张说年谱》系天册万岁元年（695）） 出处：熊飞《张说年谱新编》，花木兰文化出版社，2012年版第24页 <div,,张说《江路忆郡》,694,observed_exact,date_exact,694,694,694,0,中,采用作品级单年系年。
P039,张柬之,出塞,出塞,豪侠交游类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%BC%A0%E6%9F%AC%E4%B9%8B%E3%80%8A%E5%87%BA%E5%A1%9E%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,665.5,inferred_lifespan_cluster,lifespan,625,706,665.5,0,低,未定年作品按作者生卒年中点对称展开。
P040,贺朝,从军行,从军行,边塞报国类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E8%B4%BA%E6%9C%9D%E3%80%8A%E4%BB%8E%E5%86%9B%E8%A1%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P041,王维,送高适弟耽归临淮作,送高适弟耽归临淮作,隐逸怀古类,,唐,,,,未知,undated,unknown,诗人年谱,张清华《王维年谱》,https://books.google.com/books/about/%E7%8E%8B%E7%BB%B4%E5%B9%B4%E8%B0%B1.html?id=6ZXUAAAAMAAJ,作品涉及高适之弟高耽，但当前未找到可把该人物事件落实到具体年份的可靠资料。,needs_review,待结合高耽生平、王维交游及两家年谱交叉核对。,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E7%8E%8B%E7%BB%B4%E3%80%8A%E9%80%81%E9%AB%98%E9%80%82%E5%BC%9F%E8%80%BD%E5%BD%92%E4%B8%B4%E6%B7%AE%E4%BD%9C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,740.111111,inferred_activity_cluster,activity_period,714,761,737.5,2.611111,中,未定年作品按作者活动期中点对称展开。
P042,王维,济上四贤咏 崔录事,济上四贤咏 崔录事,侠义抒怀类,,唐,722,722,722年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.720,唐宋文学编年地图（古籍文献知识图谱网）,张清华《王维年谱》第35页,https://open.cnkgraph.com/Writing/9165,class='label1' id='b147f069a567473ab40cd9a3d56802c9_label'> — 722年 ，23岁 722年 贬济州，游齐、鲁、冀一带，与道士、隐者、贤者交往，有诗。作品：济上四贤咏三首。 出处：张清华《王维年谱》第35页 <div,,王维《济上四贤咏 崔录事》,722,observed_exact,date_exact,722,722,722,0,中,采用作品级单年系年。
P043,王维,济上四贤咏 成文学,济上四贤咏 成文学,隐逸怀古类,,唐,722,722,722年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.676,唐宋文学编年地图（古籍文献知识图谱网）,张清华《王维年谱》第35页,https://open.cnkgraph.com/Writing/9164,class='label1' id='24bd901766de401b9ad52def88e5f691_label'> — 722年 ，23岁 722年 贬济州，游齐、鲁、冀一带，与道士、隐者、贤者交往，有诗。作品：济上四贤咏三首。 出处：张清华《王维年谱》第35页 济上四贤咏 （三首，济州官舍作。） 其一 崔录事 （722年） 盛唐 · 王维 五言律诗 引用典故： 东山 解印归田里，贤哉此丈夫。 少年曾任侠，晚节更为儒。 遁迹 （一作世） 东山 下，因家沧海隅。 已闻能狎鸟，余欲共 乘桴 。 <div,,王维《济上四贤咏 成文学》,722,observed_exact,date_exact,722,722,722,0,中,采用作品级单年系年。
P044,王维,陇头吟,陇头吟,豪侠交游类,P001,唐,720,720,720年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.593,唐宋文学编年地图（古籍文献知识图谱网）,张清华《王维年谱》第27页,https://open.cnkgraph.com/Writing/9320,class='label1' id='5f686941b22b406fa1dc9954eceadde4_label'> — 720年 ，21岁 720年 继与诸王交游，有诗。作品：陇头吟。 出处：张清华《王维年谱》第27页 <div,,王维《陇头吟》,720,duplicate_inherited,P001,720,720,720,0,中,继承主记录 P001 的展示坐标。
P045,王维,燕支行,燕支行,边塞报国类,,唐,720,720,720年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.675,唐宋文学编年地图（古籍文献知识图谱网）,张清华《王维年谱》第27页,https://open.cnkgraph.com/Writing/9407,class='label1' id='afb74eb1934a4d838f2d09822054dfd3_label'> — 720年 ，21岁 720年 继与诸王交游，有诗。作品：燕支行。 出处：张清华《王维年谱》第27页 <div,,王维《燕支行》,720,observed_exact,date_exact,720,720,720,0,中,采用作品级单年系年。
P046,王维,故人张諲工诗善易卜兼能丹青草隶顷以诗见赠聊获酬之,故人张諲工诗善易卜兼能丹青草隶顷以诗见赠聊获酬之,隐逸怀古类,,唐,754,754,754年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.630,唐宋文学编年地图（古籍文献知识图谱网）,张清华《王维年谱》第117页,https://open.cnkgraph.com/Writing/9339,class='label1' id='435d722ab3e9439c93283c1ffa490e56_label'> — 754年 ，55岁 754年 与张諲赠诗酬答。作品：故人张諲工诗善易卜兼能丹青草隶顷以诗见赠聊获酬之。 出处：张清华《王维年谱》第117页 <div,,王维《故人张諲工诗善易卜兼能丹青草隶顷以诗见赠聊获酬之》,754,observed_exact,date_exact,754,754,754,0,中,采用作品级单年系年。
P047,王维,榆林郡歌,榆林郡歌,隐逸怀古类,,唐,745,745,745年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.728,唐宋文学编年地图（古籍文献知识图谱网）,张清华《王维年谱》97-99,https://open.cnkgraph.com/Writing/9401,class='label1' id='be3adfb6e8894a28ae7d652c0f133bfc_label'> — 745年 ，46岁 745年 出使榆林，有诗。作品：榆林郡歌。 出处：张清华《王维年谱》97-99 <div,,王维《榆林郡歌》,745,observed_exact,date_exact,745,745,745,0,中,采用作品级单年系年。
P048,王维,同比部杨员外十五夜游有怀静者季,同比部杨员外十五夜游有怀静者季,侠义抒怀类,,唐,,,,未知,undated,unknown,诗人年谱,张清华《王维年谱》,https://books.google.com/books/about/%E7%8E%8B%E7%BB%B4%E5%B9%B4%E8%B0%B1.html?id=6ZXUAAAAMAAJ,当前未找到“比部杨员外”任职与十五夜事件的可靠具体年份。,needs_review,待查题中人物身份、任官表及王维年谱原页。,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E7%8E%8B%E7%BB%B4%E3%80%8A%E5%90%8C%E6%AF%94%E9%83%A8%E6%9D%A8%E5%91%98%E5%A4%96%E5%8D%81%E4%BA%94%E5%A4%9C%E6%B8%B8%E6%9C%89%E6%80%80%E9%9D%99%E8%80%85%E5%AD%A3%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,745.333333,inferred_activity_cluster,activity_period,714,761,737.5,7.833333,中,未定年作品按作者活动期中点对称展开。
P049,李颀,古意,古意,侠义抒怀类,,唐,,,,未知,undated,unknown,诗人生平考证,谭优学《李颀行年考》,https://www.sou-yun.cn/PoemBookNav.aspx?b=&d=35,《古意》题名通用且公开目录未标年，无法排除同题误配。,needs_review,后续应以首句“男儿事长征”核对傅璇琮《李颀考》与李颀集。,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E9%A2%80%E3%80%8A%E5%8F%A4%E6%84%8F%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,730.666667,inferred_lifespan_cluster,lifespan,690,751,720.5,10.166667,低,未定年作品按作者生卒年中点对称展开。
P050,王昌龄,塞下曲四首 一,塞下曲四首,隐逸怀古类,,唐,725,725,725年,单年系年,exact,poet_chronology,诗歌编年数据库,https://www.sou-yun.cn/PoemBookNav.aspx?b=&d=22,,诗词检索数据库在王昌龄编年目录中将《塞下曲四首》其一列于725年。,manual_single_source,公开数据库给出单年，尚待核对其底本；组诗各首是否同年亦需说明。,低,人工复核且有系年,ambiguous_match,候选作品最高匹配分数为 0.000。,,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,725,observed_exact,date_exact,725,725,725,0,低,采用作品级单年系年。
P051,孟浩然,醉后赠马四,醉后赠马四,豪侠交游类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%AD%9F%E6%B5%A9%E7%84%B6%E3%80%8A%E9%86%89%E5%90%8E%E8%B5%A0%E9%A9%AC%E5%9B%9B%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,722.5,inferred_activity_cluster,activity_period,708,737,722.5,0,中,未定年作品按作者活动期中点对称展开。
P052,孟浩然,同储十二洛阳道中作,同储十二洛阳道中作,隐逸怀古类,,唐,729,729,729年二月,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.665,唐宋文学编年地图（古籍文献知识图谱网）,刘文刚《孟浩然年谱》,https://open.cnkgraph.com/Writing/36315,class='label1' id='967caca9c1bc4baa84887a96adf6fbd7_label'> — 729年 ，41岁 729年二月 逗留洛阳，有和储光羲诗。作品：《同储十二洛阳道中作》 出处：刘文刚《孟浩然年谱》 <div,,孟浩然《同储十二洛阳道中作》,729,observed_exact,date_exact,729,729,729,0,中,采用作品级单年系年。
P053,李白,行行游且猎篇,行行游且猎篇,隐逸怀古类,,唐,752,752,752年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.636,唐宋文学编年地图（古籍文献知识图谱网）,安旗主编《李白全集编年笺注》第937页,https://open.cnkgraph.com/Writing/26086,class='label1' id='e8bde5d070e242b68c0df6dadbf10268_label'> — 752年 ，52岁 752年 在幽州，有诗。作品：《行行且游猎篇》 出处：安旗主编《李白全集编年笺注》第937页 <div,,李白《行行游且猎篇》,752,observed_exact,date_exact,752,752,752,0,中,采用作品级单年系年。
P054,李白,东海有勇妇,东海有勇妇,市井任侠类,P008,唐,745,745,745年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.704,唐宋文学编年地图（古籍文献知识图谱网）,安旗主编《李白全集编年笺注》第673页,https://open.cnkgraph.com/Writing/25920,class='label1' id='ffb6089bf7514ce093f32fd466218a9b_label'> — 745年 ，45岁 745年 在东鲁，见李邕，有诗。作品：《东海有勇妇》 出处：安旗主编《李白全集编年笺注》第673页 <div,,李白《东海有勇妇》,745,duplicate_inherited,P008,745,745,745,0,中,继承主记录 P008 的展示坐标。
P055,李白,白马篇,白马篇,侠义抒怀类,P009,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E7%99%BD%E3%80%8A%E7%99%BD%E9%A9%AC%E7%AF%87%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,730.666667,duplicate_inherited,P009,715,762,738.5,-7.833333,中,继承主记录 P009 的展示坐标。
P056,高适,古大梁行,古大梁行,豪侠交游类,,唐,,,,未知,undated,unknown,诗人年谱,孙钦善《高适年谱》,https://ccj.pku.edu.cn/Article/info?aid=271016354,网络材料常把《古大梁行》联系到高适早期宋中漫游，但未取得直接系年页码。,needs_review,不采用未经原文核验的744—747年范围；待查年谱正文。,低,未匹配,ambiguous_match,候选作品最高匹配分数为 0.000。,,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,748.333333,inferred_activity_cluster,activity_period,719,763,741,7.333333,中,未定年作品按作者活动期中点对称展开。
P057,高适,邯郸少年行,邯郸少年行,隐逸怀古类,P017,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,ambiguous_match,候选作品最高匹配分数为 0.000。,,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,733.666667,duplicate_inherited,P017,719,763,741,-7.333333,中,继承主记录 P017 的展示坐标。
P058,高适,送浑将军出塞,送浑将军出塞,边塞报国类,,唐,754,754,754年,单年系年,exact,poet_chronology,诗歌鉴赏资料,https://www.gushiwen.cn/shiwenv_0969132b962a.aspx,周啸天等《唐诗鉴赏辞典补编》（四川文艺出版社，1990）第203—205页,公开作品页将《送浑将军出塞》系于754年，并列出两种纸本鉴赏资料作为参考。,manual_single_source,年份目前通过公开页面转引，需核对所列纸本原页后再提高置信度。,低,人工复核且有系年,ambiguous_match,候选作品最高匹配分数为 0.000。,,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,754,observed_exact,date_exact,754,754,754,0,低,采用作品级单年系年。
P059,杜甫,后出塞五首 四,后出塞五首,侠义抒怀类,P003,唐,755,755,755年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,低,已匹配且有系年,matched,,0.619,唐宋文学编年地图（古籍文献知识图谱网）,人民文学出版社《杜甫全集校注》第636页,https://open.cnkgraph.com/Writing/31503,class='label1' id='f650c522eabe470c9369fa2a4d4e9387_label'> — 755年 ，44岁 755年 感安禄山边疆生事、恃宠骄纵，朝廷纵容，有诗以讽。作品：《后出塞五首》 （U157，钱谦益、朱鹤龄、卢元昌认为此诗作于乾元年间在秦州时。） 出处：人民文学出版社《杜甫全集校注》第636页 后出塞五首 （一作横吹曲辞 后出塞五首 一） 其一 （755年） 唐 · 杜甫 引用典故： 封侯 男儿生世间，及壮当 封侯 。 战伐有功业，焉能守 旧丘 。 召募赴蓟门，军动不可留。 千金买马鞭 （一作鞍） ，百金装 刀头 。 闾里送我行，亲戚拥道周。 斑白 居 上列 ，酒酣进 庶羞 。 少年别有赠，含笑看吴钩。 评注 （点击查看或隐藏评注） 其二 （755年） 引用典故： 霍嫖姚 朝进东门营 （一作营门） ，暮上 河阳桥 。 落日 照大旗，马鸣风萧萧。 平沙列万幕，部伍各见招。 中天 悬明月，令严夜寂寥。 悲笳 数声动，壮士惨不骄。 借问 大将 谁 ⑴ ，恐是 霍 嫖姚 。 ⑴ 天宝二年，禄山入朝，进骠骑大将军 评注 （点击查看或隐藏评注） 其三 （755年） 古人重 守边 ，今人 （一作日） 重 高勋 。 岂知英雄主，出师亘 （一作直） 长云。 六合已一家，四夷且孤军。 遂使貔 （一作螭） 虎 （一作武） 士，奋身勇所闻。 拔剑击大荒，日收胡马群。 誓开 玄冥 北，持以奉吾君。 评注 （点击查看或隐藏评注） <div,,杜甫《后出塞五首 四》,757,duplicate_inherited,P003,755,759,757,0,低,继承主记录 P003 的展示坐标。
P060,杜甫,鹿头山,鹿头山,侠义抒怀类,,唐,759,759,759年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.696,唐宋文学编年地图（古籍文献知识图谱网）,人民文学出版社《杜甫全集校注》第1885页,https://open.cnkgraph.com/Writing/31771,class='label1' id='140f143b73204897b975a6954e0b33d0_label'> — 759年 ，48岁 759年 初至蜀地有喜，思蜀中古迹，幸抚蜀得人，作是诗。作品：《鹿头山》 出处：人民文学出版社《杜甫全集校注》第1885页 <div,,杜甫《鹿头山》,759,observed_exact,date_exact,759,759,759,0,中,采用作品级单年系年。
P061,杜甫,七月三日亭午已后较热退晚加小凉稳睡有诗因论壮年乐事戏呈元二十一曹长,七月三日亭午已后较热退晚加小凉稳睡有诗因论壮年乐事戏呈元二十一曹长,隐逸怀古类,,唐,766,766,766年七月三日,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.709,唐宋文学编年地图（古籍文献知识图谱网）,人民文学出版社《杜甫全集校注》第3633页,https://open.cnkgraph.com/Writing/31399,"class='label1' id='407df66e2b234671809effd908c7fc4f_label'> — 766年 ，55岁 766年七月三日 元二十一，即元持，居夔州山阁学修炼之术，杜甫以诗戏之。作品：《七月三日亭午已后，校热退,晚加小凉，稳睡有诗，因论壮年乐事，戏呈元二十一曹长》 出处：人民文学出版社《杜甫全集校注》第3633页 <div",,杜甫《七月三日亭午已后较热退晚加小凉稳睡有诗因论壮年乐事戏呈元二十一曹长》,766,observed_exact,date_exact,766,766,766,0,中,采用作品级单年系年。
P062,杜甫,赠苏四徯,赠苏四徯,侠义抒怀类,,唐,766,769,766、767或769年,争议范围,disputed,chronological_edition,编年全集,《杜甫全集校注》（人民文学出版社）第4758页,https://open.cnkgraph.com/Writing/31848,编年条目列767年；黄鹤系于766年，梁权道系于769年。,manual_single_source,保留三种系年异说，等待进一步核对各家原始编年依据。,低,人工复核且有系年,matched,,0.711,唐宋文学编年地图（古籍文献知识图谱网）,人民文学出版社《杜甫全集校注》第4758页,https://open.cnkgraph.com/Writing/31848,class='label1' id='1dbba746b6dd47139afca8674aceb7c1_label'> — 767年 ，56岁 767年 苏徯自蜀赴湖南，杜甫复赠以诗。作品：《赠苏四徯》 （F923，黄鹤认为此诗作于大历元年丙午（公元766年）；梁权道将此诗编在大历三年戊申（公元769年）。） 出处：人民文学出版社《杜甫全集校注》第4758页 <div,,杜甫《赠苏四徯》,767.5,observed_range_center,date_range_center,766,769,767.5,0,低,采用作品级系年范围的算术中点。
P063,钱起,逢侠者,逢侠者,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%92%B1%E8%B5%B7%E3%80%8A%E9%80%A2%E4%BE%A0%E8%80%85%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,759,inferred_activity_cluster,activity_period,738,780,759,0,中,未定年作品按作者活动期中点对称展开。
P064,韩翃,赠张建,赠张建,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%9F%A9%E7%BF%83%E3%80%8A%E8%B5%A0%E5%BC%A0%E5%BB%BA%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,753.5,inferred_lifespan_cluster,lifespan,719,788,753.5,0,低,未定年作品按作者生卒年中点对称展开。
P065,顾况,赠别崔十三长官,赠别崔十三长官,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%A1%BE%E5%86%B5%E3%80%8A%E8%B5%A0%E5%88%AB%E5%B4%94%E5%8D%81%E4%B8%89%E9%95%BF%E5%AE%98%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,769.5,inferred_lifespan_cluster,lifespan,725,814,769.5,0,低,未定年作品按作者生卒年中点对称展开。
P066,耿𣲗,酬张少尹秋日凤翔西郊见寄,酬张少尹秋日凤翔西郊见寄,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E8%80%BF%F0%A3%B2%97%E3%80%8A%E9%85%AC%E5%BC%A0%E5%B0%91%E5%B0%B9%E7%A7%8B%E6%97%A5%E5%87%A4%E7%BF%94%E8%A5%BF%E9%83%8A%E8%A7%81%E5%AF%84%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P067,戎昱,出军,出军,隐逸怀古类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%88%8E%E6%98%B1%E3%80%8A%E5%87%BA%E5%86%9B%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,772,inferred_lifespan_cluster,lifespan,744,800,772,0,低,未定年作品按作者生卒年中点对称展开。
P068,戴叔伦,边城曲,边城曲,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%88%B4%E5%8F%94%E4%BC%A6%E3%80%8A%E8%BE%B9%E5%9F%8E%E6%9B%B2%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,760.5,inferred_lifespan_cluster,lifespan,732,789,760.5,0,低,未定年作品按作者生卒年中点对称展开。
P069,李益,从军有苦乐行,从军有苦乐行,隐逸怀古类,P007,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E7%9B%8A%E3%80%8A%E4%BB%8E%E5%86%9B%E6%9C%89%E8%8B%A6%E4%B9%90%E8%A1%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,787.5,duplicate_inherited,P007,748,827,787.5,0,低,继承主记录 P007 的展示坐标。
P070,李益,赴邠宁留别,赴邠宁留别,边塞报国类,,唐,788,788,788年,事件锚定,exact,event_anchor,诗人生平考辨,卞孝萱《李益年谱稿》,https://www.newsmth.net/bbsanc.php?path=%2Fgroups%2Fliteral.faq%2FClassicPoem%2Fcp_list_sych%2Fscyj%2F20sjstwdwxyjzs%2FM.1138165318.80,诗题为赴邠宁留别；生平考辨材料记李益于贞元四年（788）入邠宁张献甫幕，题目与事件相合。,needs_review,属于事件锚定推断而非直接编年条目；须核对年谱原文及是否存在另一次赴邠宁。,低,人工复核且有系年,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E7%9B%8A%E3%80%8A%E8%B5%B4%E9%82%A0%E5%AE%81%E7%95%99%E5%88%AB%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,788,observed_exact,date_exact,788,788,788,0,低,采用作品级单年系年。
P071,杨凝,春情,春情,隐逸怀古类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%A8%E5%87%9D%E3%80%8A%E6%98%A5%E6%83%85%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
